,Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Female,Gender_Male,Customer_Type,Business,Class_level,label
3413,38,1142,3,4,3,5,5,3,5,5,5,3,3,5,4,5,0,0.0,1,0,1,0.0,1,0
3414,66,493,2,4,2,2,1,2,1,1,4,3,5,5,5,1,120,116.0,0,1,1,0.0,1,0
3415,43,511,4,4,4,2,5,5,5,3,3,4,3,4,3,5,0,0.0,1,0,1,0.0,1,1
3416,30,363,4,4,5,3,5,5,5,5,3,4,5,4,4,5,0,1.0,1,0,1,0.0,1,1
3417,64,1249,1,5,1,3,2,1,2,2,5,5,4,4,4,2,0,0.0,0,1,1,0.0,1,0
3418,58,682,4,2,4,4,3,3,4,1,1,4,1,3,1,4,0,0.0,1,0,1,0.0,1,1
3419,29,604,5,4,5,5,4,5,1,4,5,4,4,4,4,4,0,4.0,1,0,1,0.0,2,1
3420,46,1096,5,4,5,4,5,5,5,5,4,1,3,2,3,5,0,0.0,0,1,1,0.0,1,1
3421,48,577,4,5,4,1,5,4,5,3,3,4,3,4,3,5,0,0.0,1,0,1,0.0,1,1
3422,17,925,5,5,5,2,4,5,4,4,3,3,4,3,5,4,0,0.0,1,0,1,0.0,1,1
3423,39,479,4,4,4,4,5,4,5,5,1,2,4,2,4,5,40,59.0,0,1,1,0.0,1,1
3424,39,409,2,4,2,1,2,2,2,2,3,4,5,3,4,2,0,0.0,0,1,1,0.0,1,0
3425,66,1124,4,1,4,4,2,4,2,2,1,3,2,3,3,2,0,0.0,0,1,1,0.0,1,1
3426,55,853,4,4,4,4,2,4,5,4,4,4,4,5,4,3,9,32.0,0,1,1,0.0,2,1
3427,31,236,2,4,2,4,5,2,5,5,5,5,3,2,5,5,0,0.0,1,0,1,0.0,1,0
3428,23,200,1,5,1,1,4,1,4,4,3,4,3,2,2,4,0,0.0,1,0,1,0.0,1,0
3429,21,666,2,4,2,2,2,2,2,2,4,5,5,5,4,2,22,7.0,1,0,1,0.0,1,0
3430,65,435,0,5,0,2,4,4,4,3,3,0,3,3,3,5,0,0.0,1,0,1,0.0,1,1
3431,65,260,2,1,0,2,5,0,5,5,1,2,2,4,3,5,43,55.0,0,1,1,0.0,0,0
3432,30,1846,2,5,2,5,2,2,1,2,5,4,3,5,5,2,0,0.0,0,1,1,0.0,1,0
3433,47,745,4,2,4,3,1,3,3,5,5,4,5,1,5,2,0,0.0,1,0,1,0.0,0,1
3434,38,833,4,3,4,4,5,4,5,5,3,3,3,3,4,5,2,4.0,0,1,1,0.0,1,1
3435,65,432,4,4,2,2,5,5,5,3,3,2,3,4,3,5,0,0.0,1,0,1,0.0,1,0
3436,23,872,2,2,2,3,4,2,4,4,3,4,4,2,3,4,0,0.0,0,1,1,0.0,1,0
3437,22,762,5,3,5,4,2,5,2,2,3,4,3,3,3,2,0,0.0,1,0,1,0.0,1,1
3438,29,993,2,5,2,4,4,2,4,4,3,2,5,3,4,4,11,5.0,1,0,1,0.0,1,0
3439,7,581,5,5,5,3,4,5,4,4,3,3,5,5,4,4,0,0.0,0,1,1,0.0,0,1
3440,22,130,4,5,0,3,1,0,1,1,3,3,3,5,4,1,0,4.0,0,1,1,0.0,1,1
3441,8,733,4,4,4,4,2,4,2,2,2,5,2,1,4,2,15,5.0,0,1,1,0.0,1,1
3442,47,1195,3,4,3,2,4,3,4,4,3,2,5,5,5,4,76,61.0,0,1,1,0.0,1,0
3443,46,421,2,4,2,4,2,2,2,5,5,2,5,1,5,1,0,0.0,1,0,1,0.0,1,0
3444,43,621,2,4,2,2,4,3,4,3,3,2,5,4,3,2,1,0.0,1,0,1,0.0,1,0
3445,36,601,5,4,5,1,5,5,5,5,5,5,2,2,3,5,0,0.0,0,1,1,0.0,0,1
3446,35,456,2,4,2,1,3,2,3,3,3,2,5,4,4,3,62,81.0,0,1,1,0.0,0,0
3447,45,405,5,4,5,3,4,5,5,4,4,5,1,4,4,3,0,0.0,1,0,1,0.0,1,1
3448,61,2419,5,3,5,3,4,5,1,1,1,5,1,4,1,1,0,0.0,1,0,1,0.0,0,1
3449,12,216,1,0,1,5,1,1,1,1,4,3,4,5,4,1,0,0.0,1,0,1,0.0,1,0
3450,24,1050,4,4,4,3,2,4,2,2,3,2,4,2,3,2,0,0.0,1,0,1,0.0,1,1
3451,7,2182,4,5,4,1,1,4,1,1,3,1,3,2,5,1,14,36.0,1,0,1,0.0,1,1
3452,14,299,3,4,3,3,3,3,3,3,3,3,5,3,5,3,0,0.0,1,0,1,0.0,0,0
3453,35,1084,4,4,4,1,2,4,2,2,4,2,4,3,4,2,0,0.0,1,0,1,0.0,1,1
3454,47,464,3,5,5,2,4,5,3,4,4,3,4,4,5,4,28,41.0,0,1,1,0.0,1,0
3455,66,550,4,0,4,1,1,3,4,3,3,4,3,2,3,3,0,0.0,1,0,1,0.0,1,1
3456,47,521,0,5,0,3,3,4,4,1,1,0,3,3,1,4,0,0.0,0,1,1,0.0,2,1
3457,17,315,5,5,5,2,2,5,2,2,5,3,4,3,4,2,0,15.0,1,0,1,0.0,1,1
3458,40,363,3,1,3,3,2,3,2,2,1,1,3,2,4,2,6,1.0,1,0,1,0.0,1,0
3459,29,682,4,2,3,3,1,3,1,1,1,2,4,4,3,1,2,0.0,1,0,1,0.0,1,0
3460,22,1590,5,4,5,4,5,5,5,5,5,5,4,3,4,5,2,0.0,1,0,1,0.0,1,1
3461,28,580,5,4,5,3,3,5,3,3,1,1,4,1,3,3,2,0.0,0,1,1,0.0,1,1
3462,10,1062,1,3,1,5,4,1,4,4,3,5,5,4,1,4,0,0.0,1,0,1,0.0,1,0
3463,26,493,0,1,0,3,3,0,1,3,3,2,4,1,3,3,0,0.0,1,0,1,0.0,1,1
3464,51,408,0,5,0,1,4,0,1,4,2,1,1,1,4,4,10,38.0,0,1,1,0.0,1,1
3465,14,2704,1,2,1,2,3,1,3,3,1,3,2,1,3,3,0,4.0,1,0,1,0.0,1,0
3466,11,1102,3,4,3,4,4,3,5,4,5,3,1,5,4,4,2,0.0,0,1,1,0.0,0,0
3467,55,331,4,1,4,3,2,4,2,2,1,5,3,2,3,2,0,0.0,0,1,1,0.0,0,1
3468,34,725,4,4,4,2,5,4,2,5,2,4,1,4,1,5,0,9.0,1,0,1,0.0,1,1
3469,65,630,4,1,5,4,5,3,4,3,3,5,1,3,3,3,0,0.0,1,0,1,0.0,1,0
3470,12,196,4,5,4,1,1,4,1,1,3,4,5,4,4,1,0,0.0,1,0,1,0.0,1,1
3471,16,670,1,5,1,5,3,1,3,3,3,4,4,3,4,3,14,4.0,1,0,1,0.0,1,0
3472,65,280,3,4,4,1,5,5,5,4,4,4,4,4,4,3,0,6.0,1,0,1,0.0,1,0
3473,26,78,3,5,3,4,2,3,2,2,1,2,4,1,2,2,0,0.0,1,0,1,0.0,1,0
3474,36,1012,4,3,3,2,4,3,1,4,5,1,5,1,3,4,6,0.0,0,1,1,0.0,1,0
3475,11,1045,5,4,5,3,4,5,4,4,3,4,5,4,5,4,0,0.0,0,1,1,0.0,1,1
3476,38,109,4,3,4,4,5,4,5,5,1,1,4,5,1,5,0,2.0,1,0,1,0.0,1,1
3477,30,2153,0,4,0,1,4,0,4,4,3,5,5,4,4,4,5,0.0,1,0,1,0.0,1,1
3478,51,1010,3,5,3,3,1,3,1,1,3,1,2,4,2,1,0,0.0,0,1,1,0.0,1,0
3479,28,862,5,5,5,5,2,5,2,2,5,2,4,4,4,2,0,0.0,0,1,1,0.0,2,1
3480,58,421,0,3,0,3,3,3,3,4,4,0,4,3,4,3,0,0.0,1,0,1,0.0,1,1
3481,60,458,0,4,0,4,4,3,4,3,3,0,3,1,3,4,20,4.0,1,0,1,0.0,2,1
3482,33,224,4,5,4,3,4,4,4,4,3,3,4,5,5,4,0,0.0,0,1,1,0.0,1,1
3483,44,507,4,4,4,2,5,4,4,5,5,4,5,3,5,5,0,0.0,1,0,1,0.0,1,1
3484,58,546,5,3,5,2,1,2,5,4,4,5,4,3,4,4,2,0.0,1,0,1,0.0,1,1
3485,68,1246,3,4,3,4,2,3,2,2,4,4,3,4,4,2,16,12.0,0,1,1,0.0,1,0
3486,25,2295,2,3,2,4,4,2,4,4,2,4,4,4,4,4,31,0.0,0,1,1,0.0,1,0
3487,62,589,4,4,4,2,2,4,2,2,5,5,4,3,4,2,16,0.0,0,1,1,0.0,1,1
3488,70,767,2,4,2,4,5,2,5,5,5,5,5,3,4,5,68,98.0,0,1,1,0.0,1,0
3489,50,888,4,4,3,2,1,3,4,3,3,3,3,5,3,4,3,5.0,1,0,1,0.0,1,1
3490,26,595,3,1,3,4,2,3,2,2,1,4,4,3,3,2,0,0.0,1,0,1,0.0,1,0
3491,51,814,4,4,4,3,3,4,4,1,1,4,1,5,1,4,14,12.0,1,0,1,0.0,1,1
3492,18,134,2,2,2,3,3,2,4,3,2,4,3,4,3,3,0,0.0,1,0,1,0.0,1,0
3493,29,989,4,5,4,1,4,4,4,4,5,3,4,5,4,4,25,5.0,1,0,1,0.0,1,1
3494,7,1491,3,4,3,3,1,3,1,1,1,5,2,2,1,1,0,0.0,1,0,1,0.0,1,0
3495,50,1416,3,5,3,3,5,3,4,1,1,3,1,5,1,4,0,14.0,1,0,1,0.0,1,0
3496,34,150,4,4,4,1,4,4,4,4,5,5,5,3,4,4,0,0.0,1,0,1,0.0,0,0
3497,57,363,5,5,5,3,5,5,5,5,3,4,5,5,4,5,0,0.0,0,1,1,0.0,1,1
3498,52,175,2,4,0,2,4,0,4,4,3,3,4,4,4,4,4,11.0,0,1,1,0.0,1,0
3499,42,1204,5,5,5,4,1,5,5,1,1,2,1,3,1,1,0,0.0,0,1,1,0.0,1,1
3500,8,365,1,5,1,4,5,1,5,5,4,3,5,4,5,5,17,7.0,1,0,1,0.0,1,0
3501,66,907,0,4,0,3,5,5,4,5,5,0,5,5,5,4,5,0.0,1,0,1,0.0,1,1
3502,40,765,2,4,2,3,5,5,4,5,5,2,5,4,5,4,64,64.0,0,1,1,0.0,2,0
3503,50,1438,4,5,4,4,2,4,2,2,3,3,4,3,4,2,0,0.0,0,1,1,0.0,1,1
3504,63,429,5,3,5,2,4,2,1,4,4,5,2,1,4,5,26,27.0,1,0,1,0.0,1,1
3505,48,1290,1,4,1,4,2,2,3,2,2,1,2,2,2,1,0,0.0,1,0,1,0.0,1,0
3506,49,1092,4,2,4,4,4,4,3,1,1,4,1,4,1,2,0,0.0,1,0,1,0.0,1,1
3507,23,763,5,5,5,3,2,5,2,2,5,2,4,3,4,2,23,11.0,1,0,1,0.0,1,1
3508,62,365,2,4,2,3,2,4,4,3,3,2,4,3,3,3,12,10.0,1,0,1,0.0,1,0
3509,43,1452,2,3,2,2,1,2,2,4,4,2,4,1,4,4,51,32.0,1,0,1,0.0,1,0
3510,48,626,5,5,5,1,2,5,4,1,1,5,1,5,1,4,0,0.0,1,0,1,0.0,1,1
3511,59,657,4,0,4,3,3,5,4,3,3,4,3,4,3,5,0,0.0,1,0,1,0.0,1,0
3512,57,596,1,2,1,3,5,4,4,5,5,1,5,2,5,2,0,0.0,1,0,1,0.0,1,0
3513,10,1050,4,5,3,2,3,3,4,3,5,5,4,3,5,3,0,0.0,0,1,1,0.0,1,1
3514,67,544,1,4,1,1,4,4,2,2,2,1,2,3,2,4,9,7.0,1,0,1,0.0,1,0
3515,60,395,0,5,0,3,4,4,5,1,1,0,1,4,1,3,0,0.0,1,0,1,0.0,1,1
3516,44,677,3,3,3,3,2,3,2,2,4,5,3,1,3,2,0,6.0,0,1,1,0.0,0,0
3517,28,2176,2,4,2,1,4,2,4,4,3,4,2,4,1,4,0,0.0,1,0,1,0.0,1,0
3518,47,2227,5,4,5,3,2,4,5,3,3,5,3,3,3,3,0,1.0,1,0,1,0.0,0,1
3519,62,1598,3,5,3,5,5,4,5,1,1,3,1,3,1,3,15,35.0,1,0,1,0.0,1,0
3520,35,110,0,5,0,2,3,0,3,3,2,3,3,2,2,3,77,74.0,0,1,1,0.0,1,1
3521,26,108,5,4,5,5,5,5,5,5,5,4,5,3,4,5,0,0.0,1,0,1,0.0,1,1
3522,33,128,1,5,1,2,5,1,5,5,4,3,5,3,3,5,77,79.0,1,0,1,0.0,1,0
3523,11,429,2,5,2,1,2,2,2,2,1,1,3,4,3,2,7,7.0,0,1,1,0.0,1,0
3524,11,773,5,4,5,3,2,5,2,2,4,2,1,1,2,2,0,0.0,1,0,1,0.0,1,1
3525,7,423,4,5,4,3,3,4,3,3,2,2,3,2,2,3,0,0.0,0,1,1,0.0,1,0
3526,48,1619,0,4,0,4,4,3,4,2,2,0,2,4,2,3,0,0.0,1,0,1,0.0,1,1
3527,25,1009,5,4,5,4,1,5,1,1,5,3,5,3,5,1,14,7.0,0,1,1,0.0,1,1
3528,32,1205,5,3,5,2,5,5,5,5,5,3,1,4,3,5,0,0.0,0,1,1,0.0,1,1
3529,64,2454,5,1,5,4,5,2,2,3,4,3,3,2,4,2,5,0.0,0,1,1,0.0,1,1
3530,25,224,3,4,3,3,5,3,5,5,2,2,4,2,4,5,0,0.0,1,0,1,0.0,1,0
3531,18,67,3,3,3,4,3,3,3,3,5,3,5,5,4,3,2,0.0,0,1,1,0.0,1,0
3532,63,628,1,4,1,2,3,5,5,2,2,1,2,3,2,5,0,0.0,1,0,1,0.0,1,0
3533,58,297,5,4,5,4,5,4,5,3,3,5,3,4,3,3,0,0.0,1,0,1,0.0,0,1
3534,63,270,4,0,4,3,1,4,3,2,2,4,4,1,2,1,33,30.0,1,0,1,0.0,1,0
3535,20,599,5,4,5,4,5,5,5,5,2,5,3,1,3,5,17,18.0,0,1,1,0.0,0,1
3536,7,416,2,3,3,3,4,3,4,4,2,2,4,1,3,4,26,16.0,0,1,1,0.0,1,0
3537,48,439,2,5,2,3,5,4,5,2,2,2,2,3,2,3,0,0.0,1,0,1,0.0,1,0
3538,34,1416,1,5,1,5,1,1,1,1,3,4,4,4,4,1,0,0.0,1,0,1,0.0,1,0
3539,12,440,4,4,4,1,1,4,1,1,4,5,5,4,5,1,0,0.0,1,0,1,0.0,1,1
3540,37,402,5,5,5,3,1,5,1,1,3,2,5,5,5,1,0,0.0,1,0,1,0.0,1,1
3541,37,508,5,5,1,4,3,1,3,3,1,4,2,5,3,3,0,0.0,1,0,1,0.0,1,1
3542,27,305,3,5,3,1,3,3,3,3,5,2,5,5,5,3,0,0.0,1,0,1,0.0,1,0
3543,16,420,3,3,3,1,2,3,2,2,3,5,4,4,2,2,0,0.0,1,0,1,0.0,1,0
3544,13,2153,5,5,5,1,4,5,4,4,2,5,5,4,4,4,0,0.0,1,0,1,0.0,1,1
3545,41,2404,0,4,0,4,2,0,2,2,1,2,3,4,4,2,0,0.0,1,0,1,0.0,1,1
3546,47,1069,4,4,4,4,1,4,1,1,2,4,1,2,5,1,4,6.0,0,1,1,0.0,1,0
3547,16,957,5,3,4,3,4,4,4,4,1,2,3,2,2,4,4,0.0,0,1,1,0.0,1,1
3548,27,717,2,5,2,3,4,2,4,4,1,5,3,5,4,4,0,0.0,1,0,1,0.0,1,0
3549,23,343,1,4,1,1,5,1,5,5,5,2,5,2,5,5,0,0.0,0,1,1,0.0,1,0
3550,64,147,4,5,4,2,5,4,5,5,4,2,4,4,5,5,0,0.0,0,1,1,0.0,1,1
3551,15,874,1,0,1,4,4,1,4,4,3,4,2,3,1,4,0,0.0,0,1,1,0.0,1,0
3552,64,1390,4,4,4,5,3,4,3,3,4,5,4,5,5,3,28,28.0,0,1,1,0.0,1,0
3553,10,247,4,1,4,3,2,4,2,2,4,4,2,2,2,2,5,0.0,1,0,1,0.0,1,0
3554,57,679,5,4,5,4,2,4,5,3,3,5,3,4,3,5,14,19.0,1,0,1,0.0,1,1
3555,58,361,0,5,0,3,4,0,4,4,5,4,4,3,4,4,11,15.0,0,1,1,0.0,1,1
3556,38,1174,2,5,2,4,1,2,4,1,5,2,5,5,5,1,0,0.0,1,0,1,0.0,0,0
3557,25,67,4,4,4,1,4,4,4,4,4,5,4,5,4,4,0,0.0,0,1,1,0.0,1,1
3558,47,1035,5,5,5,3,2,4,4,4,4,5,4,4,4,4,0,0.0,1,0,1,0.0,1,1
3559,57,337,1,4,1,1,1,1,1,1,3,4,4,3,5,1,36,24.0,0,1,1,0.0,1,0
3560,70,302,5,4,2,3,5,2,5,5,1,4,3,3,4,5,0,0.0,0,1,1,0.0,1,1
3561,48,1235,3,3,3,2,4,3,1,4,5,5,2,5,3,4,2,0.0,0,1,1,0.0,0,0
3562,40,199,5,4,5,3,2,5,1,2,5,5,5,3,5,2,0,0.0,1,0,1,0.0,1,1
3563,32,761,5,3,5,4,4,5,5,4,2,2,4,3,3,4,2,0.0,0,1,1,0.0,1,1
3564,25,1075,5,4,4,3,3,4,2,3,5,2,5,5,5,3,0,0.0,0,1,1,0.0,1,1
3565,58,102,1,4,1,3,5,1,5,5,1,4,2,1,1,5,15,14.0,0,1,1,0.0,1,0
3566,16,874,3,2,3,4,1,3,1,1,2,3,3,2,3,1,3,16.0,1,0,1,0.0,0,0
3567,62,414,5,2,5,3,2,4,3,5,5,5,1,4,5,4,35,20.0,1,0,1,0.0,0,1
3568,13,964,0,5,0,3,1,0,1,1,3,2,4,4,5,1,0,0.0,1,0,1,0.0,2,1
3569,20,1061,5,5,5,1,3,5,3,3,4,2,4,5,4,3,0,0.0,1,0,1,0.0,2,1
3570,69,387,3,1,3,4,4,3,4,4,3,2,3,4,4,4,13,0.0,0,1,1,0.0,1,0
3571,43,541,5,5,5,1,3,5,3,3,3,5,4,3,4,3,0,0.0,0,1,1,0.0,1,1
3572,13,475,0,3,0,1,2,0,2,2,2,1,3,5,1,2,0,0.0,0,1,1,0.0,1,1
3573,34,869,5,4,5,3,5,5,5,5,2,2,4,1,3,5,0,0.0,1,0,1,0.0,0,1
3574,19,2475,4,5,4,3,3,4,3,3,4,5,5,4,4,3,4,0.0,0,1,1,0.0,1,1
3575,70,432,4,5,5,3,1,5,2,5,5,5,5,1,5,2,5,0.0,1,0,1,0.0,1,1
3576,16,867,5,4,5,1,5,3,3,5,4,5,5,3,3,3,266,324.0,0,1,1,0.0,1,1
3577,14,869,3,1,3,2,2,3,2,2,1,3,2,4,3,2,79,78.0,1,0,1,0.0,1,0
3578,40,158,3,5,3,2,5,3,1,5,5,3,1,1,1,5,96,81.0,0,1,1,0.0,1,0
3579,15,973,5,4,5,3,2,4,2,2,4,3,3,1,3,2,0,0.0,0,1,1,0.0,1,1
3580,25,2607,0,2,0,3,2,0,2,2,4,3,3,1,4,2,0,0.0,1,0,1,0.0,1,1
3581,35,666,5,4,5,3,1,5,1,1,1,5,4,1,3,1,0,0.0,0,1,1,0.0,1,1
3582,25,919,2,5,1,3,5,1,4,5,1,2,5,5,3,5,0,0.0,0,1,1,0.0,1,0
3583,58,1346,0,2,0,3,2,0,2,2,1,3,2,3,3,2,10,0.0,0,1,1,0.0,1,1
3584,7,240,4,4,4,5,3,4,3,3,5,3,5,4,2,3,39,68.0,0,1,1,0.0,1,1
3585,37,646,4,1,4,3,2,4,2,2,3,2,4,3,4,2,38,29.0,0,1,1,0.0,1,1
3586,65,978,0,4,0,3,5,5,4,1,1,0,1,3,1,3,0,0.0,1,0,1,0.0,1,1
3587,33,283,0,4,0,4,1,0,1,1,5,4,5,3,5,1,0,0.0,0,1,1,0.0,1,1
3588,16,712,5,3,5,4,3,5,4,3,4,3,5,3,1,3,1,0.0,1,0,1,0.0,1,1
3589,22,246,3,4,3,1,1,3,1,1,4,2,5,1,5,1,110,95.0,0,1,1,0.0,1,0
3590,69,718,5,5,5,4,5,4,5,4,4,5,4,3,4,3,7,0.0,0,1,1,0.0,2,1
3591,10,631,5,5,5,2,5,5,5,5,4,5,4,5,5,5,0,0.0,1,0,1,0.0,1,1
3592,12,965,5,4,5,4,4,4,4,4,3,5,5,4,5,4,0,0.0,1,0,1,0.0,0,1
3593,63,678,0,4,0,4,2,5,4,1,1,0,1,3,1,5,0,0.0,0,1,1,0.0,2,1
3594,13,2253,2,1,2,4,2,2,4,2,3,4,2,2,4,2,0,0.0,1,0,1,0.0,2,0
3595,58,813,0,2,0,4,4,0,4,4,3,5,2,2,4,4,0,0.0,0,1,1,0.0,1,1
3596,22,642,2,1,2,4,2,2,2,2,1,2,3,2,4,2,0,0.0,1,0,1,0.0,1,0
3597,30,853,3,2,2,4,4,2,4,4,4,5,3,3,3,4,0,32.0,1,0,1,0.0,0,0
3598,7,1372,0,4,0,4,1,0,1,1,3,2,5,3,4,1,0,0.0,1,0,1,0.0,1,1
3599,34,106,4,2,4,4,5,4,5,5,1,1,4,2,4,5,3,1.0,1,0,1,0.0,1,1
3600,8,631,2,1,2,4,3,2,3,3,1,4,4,1,4,3,3,1.0,1,0,1,0.0,1,0
3601,33,236,4,4,0,1,4,0,4,4,3,2,4,4,5,4,0,0.0,0,1,1,0.0,0,1
3602,20,846,2,4,2,2,1,2,1,1,4,5,5,5,5,1,4,0.0,1,0,1,0.0,1,0
3603,7,1037,5,5,5,5,2,5,2,2,5,5,4,5,4,2,0,0.0,0,1,1,0.0,1,1
3604,21,399,5,2,5,2,3,5,3,3,1,5,2,4,3,3,0,0.0,0,1,1,0.0,1,1
3605,62,956,2,4,2,1,4,5,5,2,2,2,2,3,2,3,0,0.0,1,0,1,0.0,1,0
3606,41,157,4,4,4,2,4,4,3,4,4,2,4,4,4,4,0,0.0,0,1,1,0.0,1,1
3607,30,147,4,5,4,2,1,4,1,1,3,5,4,4,4,1,0,0.0,1,0,1,0.0,1,1
3608,32,328,3,3,3,4,5,3,5,5,2,2,4,2,4,5,2,0.0,1,0,1,0.0,1,0
3609,42,1085,3,4,3,3,4,3,4,4,3,5,5,4,4,4,3,0.0,0,1,1,0.0,1,0
3610,45,148,0,5,0,2,3,0,3,3,1,5,2,4,1,3,0,0.0,0,1,1,0.0,1,1
3611,53,1012,2,2,2,3,2,3,4,5,5,2,1,4,5,2,0,0.0,1,0,1,0.0,0,0
3612,45,425,3,4,3,5,5,4,5,4,4,3,4,5,4,3,8,13.0,1,0,1,0.0,0,0
3613,67,436,2,3,2,4,1,4,3,4,4,2,4,1,4,4,20,12.0,1,0,1,0.0,1,0
3614,68,318,5,5,3,4,3,1,3,5,5,3,5,3,5,3,0,0.0,1,0,1,0.0,1,1
3615,52,1111,4,4,4,2,5,4,4,1,1,4,5,4,1,4,0,0.0,1,0,1,0.0,1,1
3616,64,289,3,3,3,4,1,3,1,1,1,2,3,1,3,1,0,10.0,0,1,1,0.0,1,0
3617,55,342,5,1,2,3,2,4,3,4,4,4,4,3,4,3,138,127.0,0,1,1,0.0,2,1
3618,32,1504,4,2,4,1,5,4,5,5,1,1,2,1,1,5,17,0.0,1,0,1,0.0,1,1
3619,46,405,3,4,3,5,4,3,4,4,5,2,5,3,4,4,0,0.0,0,1,1,0.0,1,0
3620,31,2447,1,0,1,4,2,1,2,2,4,1,4,5,5,2,2,0.0,0,1,1,0.0,1,0
3621,48,460,4,4,4,4,2,4,4,4,4,4,4,2,4,4,5,0.0,1,0,1,0.0,1,1
3622,52,488,5,4,5,3,3,2,3,1,1,5,1,3,1,2,0,0.0,1,0,1,0.0,2,1
3623,56,1195,3,5,3,2,2,3,2,2,5,5,3,5,4,2,0,0.0,0,1,1,0.0,1,0
3624,53,1721,0,4,0,4,4,5,5,3,3,0,5,5,3,5,84,86.0,1,0,1,0.0,1,1
3625,21,1192,4,4,4,4,3,4,3,3,1,4,2,1,4,3,0,26.0,1,0,1,0.0,1,1
3626,68,1739,1,5,1,3,2,1,2,2,5,3,3,5,4,2,1,20.0,0,1,1,0.0,1,0
3627,27,264,5,4,5,5,1,5,1,1,5,2,3,5,3,1,0,0.0,0,1,1,0.0,1,1
3628,25,528,4,4,3,4,4,3,4,4,3,3,3,4,3,4,0,0.0,1,0,0,0.0,1,1
3629,14,491,4,5,3,1,3,3,3,3,4,2,4,5,5,3,0,0.0,1,0,1,0.0,1,1
3630,16,788,5,5,5,3,3,5,3,3,5,2,4,3,4,3,0,0.0,0,1,1,0.0,1,1
3631,66,113,2,5,2,4,4,5,4,3,3,2,3,3,3,5,25,24.0,1,0,1,0.0,0,0
3632,25,327,3,0,2,4,5,2,1,5,4,4,4,4,5,5,40,36.0,1,0,1,0.0,1,0
3633,24,888,4,4,4,2,2,4,2,2,4,2,5,4,4,2,0,0.0,0,1,1,0.0,1,1
3634,60,980,2,5,2,4,2,3,3,4,4,4,4,3,3,3,126,168.0,1,0,1,0.0,0,0
3635,8,853,3,3,3,4,3,3,3,3,2,2,4,2,3,3,10,0.0,1,0,1,0.0,1,0
3636,62,236,3,5,3,5,1,4,4,3,3,3,3,2,3,3,0,2.0,1,0,1,0.0,1,0
3637,65,651,4,3,4,3,1,4,1,1,1,1,3,4,4,1,0,0.0,0,1,1,0.0,1,1
3638,58,1990,3,4,3,2,4,3,4,4,3,1,3,5,4,4,8,7.0,0,1,1,0.0,0,0
3639,66,919,5,4,5,4,2,5,2,2,4,4,1,1,4,2,8,0.0,0,1,1,0.0,1,1
3640,54,483,2,5,2,3,4,2,4,4,5,2,5,2,4,4,0,3.0,0,1,1,0.0,1,0
3641,8,2253,2,1,2,4,2,2,1,2,3,3,4,1,3,2,0,0.0,0,1,1,0.0,1,0
3642,22,590,4,5,4,3,3,4,3,3,2,3,5,1,1,3,0,11.0,1,0,1,0.0,2,1
3643,69,1506,3,3,2,4,3,2,3,3,2,2,3,1,1,3,50,40.0,0,1,1,0.0,0,0
3644,56,507,5,5,5,4,1,5,5,1,3,3,4,5,5,1,0,0.0,0,1,1,0.0,1,1
3645,7,1157,3,4,3,2,5,3,5,5,5,2,4,4,4,5,0,0.0,1,0,1,0.0,1,0
3646,58,931,4,5,5,1,4,4,4,2,2,5,2,5,2,3,44,44.0,1,0,1,0.0,1,1
3647,18,134,2,4,2,4,5,2,5,5,2,4,3,3,4,5,0,0.0,1,0,1,0.0,1,0
3648,69,1947,2,4,3,3,3,4,4,5,5,4,5,4,3,4,232,220.0,1,0,1,0.0,0,0
3649,21,347,5,4,5,2,2,5,2,2,4,4,4,3,5,2,0,0.0,1,0,1,0.0,1,1
3650,37,192,2,5,2,4,2,2,2,2,5,5,4,5,4,2,19,18.0,0,1,1,0.0,1,0
3651,57,888,2,3,2,4,4,5,4,3,3,2,2,5,3,5,107,104.0,1,0,1,0.0,1,0
3652,28,362,1,4,1,3,2,1,2,2,3,2,5,3,5,2,24,16.0,0,1,1,0.0,1,0
3653,62,432,2,4,2,2,2,2,1,2,4,5,4,5,5,2,1,0.0,0,1,1,0.0,1,0
3654,48,1448,0,1,0,3,3,3,2,2,2,1,2,4,2,2,0,2.0,1,0,1,0.0,1,1
3655,44,1547,2,4,2,5,2,5,4,2,2,2,2,3,2,5,0,0.0,1,0,1,0.0,1,0
3656,55,728,2,3,2,2,3,3,3,2,2,2,2,4,2,4,12,13.0,1,0,1,0.0,1,0
3657,18,581,3,5,3,3,2,3,2,2,5,3,4,3,5,2,56,56.0,1,0,1,0.0,1,0
3658,49,201,1,3,0,4,0,2,2,3,2,4,4,2,2,2,165,155.0,1,0,1,0.0,1,0
3659,34,646,3,3,3,3,2,3,2,2,1,2,3,2,3,2,0,0.0,0,1,1,0.0,1,0
3660,68,639,4,4,4,2,3,4,3,3,5,3,5,3,5,3,4,0.0,0,1,1,0.0,0,1
3661,25,746,4,4,4,4,3,4,3,3,3,4,4,3,5,3,0,0.0,0,1,1,0.0,1,1
3662,37,427,4,2,4,3,5,4,5,5,4,2,4,2,4,5,0,0.0,0,1,1,0.0,1,1
